timestamp_utc,method,mesh_name,mesh_path,mesh_faces,num_spheres_requested,success,error,n_spheres,surface_coverage_pct,max_surface_dist_mm,mean_surface_dist_mm,interior_volume_pct,outside_volume_pct,union_volume_ratio,extra_volume_pct,n_centers_outside_mesh,runtime_s
2026-06-15T20:32:13Z,foam,bracket,cad_models/bracket.stl,1870,8,True,,4,100.0,0.1479,11.834,95.199,673.115,7.6831,668.314,3,41.104
2026-06-15T20:32:16Z,morphit-v,bracket,cad_models/bracket.stl,1870,8,True,,8,100.0,0.5824,8.2644,95.083,499.532,5.9461,494.614,0,2.762
2026-06-15T20:32:19Z,morphit-b,bracket,cad_models/bracket.stl,1870,8,True,,8,94.26,4.3427,4.3387,86.386,305.076,3.9146,291.462,0,2.705
2026-06-15T20:33:11Z,foam,bracket,cad_models/bracket.stl,1870,12,True,,9,100.0,0.25,10.8384,95.199,619.429,7.1463,614.627,6,51.522
2026-06-15T20:33:14Z,morphit-v,bracket,cad_models/bracket.stl,1870,12,True,,11,99.86,2.052,6.4743,94.735,422.77,5.175,417.505,0,2.757
2026-06-15T20:33:17Z,morphit-b,bracket,cad_models/bracket.stl,1870,12,True,,12,96.95,3.2442,3.457,89.865,251.853,3.4172,241.718,0,2.676
2026-06-15T20:34:05Z,foam,bracket,cad_models/bracket.stl,1870,16,True,,16,100.0,0.2526,6.4382,95.199,421.031,5.1623,416.229,4,48.203
2026-06-15T20:34:08Z,morphit-v,bracket,cad_models/bracket.stl,1870,16,True,,15,95.22,8.3671,5.8093,91.72,342.761,4.3448,334.481,0,2.897
2026-06-15T20:34:11Z,morphit-b,bracket,cad_models/bracket.stl,1870,16,True,,15,90.17,14.9008,3.2484,85.111,197.47,2.8258,182.581,0,2.842
2026-06-15T20:34:56Z,foam,bracket,cad_models/bracket.stl,1870,24,True,,36,100.0,0.566,3.6525,94.967,258.462,3.5343,253.429,5,44.311
2026-06-15T20:34:59Z,morphit-v,bracket,cad_models/bracket.stl,1870,24,True,,22,99.08,3.3631,4.9479,93.575,341.37,4.3495,334.945,0,2.916
2026-06-15T20:35:02Z,morphit-b,bracket,cad_models/bracket.stl,1870,24,True,,24,98.24,2.0166,2.4697,88.821,185.991,2.7481,174.812,0,2.861
2026-06-15T20:35:43Z,foam,bracket,cad_models/bracket.stl,1870,32,True,,64,100.0,0.2632,2.6774,95.083,194.803,2.8989,189.886,6,40.568
2026-06-15T20:35:46Z,morphit-v,bracket,cad_models/bracket.stl,1870,32,True,,30,98.48,3.7772,4.1937,93.575,264.144,3.5772,257.719,0,2.794
2026-06-15T20:35:49Z,morphit-b,bracket,cad_models/bracket.stl,1870,32,True,,32,97.76,3.3672,2.085,89.633,153.292,2.4292,142.925,0,2.738
2026-06-15T20:36:14Z,foam,car,cad_models/car.stl,652,8,True,,4,100.0,0.8888,28.7195,101.01,87.918,1.8893,88.928,2,24.574
2026-06-15T20:36:16Z,morphit-v,car,cad_models/car.stl,652,8,True,,8,98.72,9.8502,18.0179,100.971,65.831,1.668,66.802,0,2.531
2026-06-15T20:36:19Z,morphit-b,car,cad_models/car.stl,652,8,True,,8,68.32,27.1836,7.6458,91.628,31.857,1.2348,23.485,0,2.487
2026-06-15T20:36:47Z,foam,car,cad_models/car.stl,652,12,True,,9,100.0,0.704,23.2147,100.991,78.768,1.7976,79.759,6,27.871
2026-06-15T20:36:50Z,morphit-v,car,cad_models/car.stl,652,12,True,,12,98.94,9.3886,16.8053,100.913,63.054,1.6397,63.966,0,2.536
2026-06-15T20:36:53Z,morphit-b,car,cad_models/car.stl,652,12,True,,12,68.79,29.7088,6.8734,92.444,29.914,1.2236,22.358,0,2.506
2026-06-15T20:37:24Z,foam,car,cad_models/car.stl,652,16,True,,16,100.0,0.2064,18.9011,101.01,74.747,1.7576,75.757,6,31.492
2026-06-15T20:37:27Z,morphit-v,car,cad_models/car.stl,652,16,True,,16,99.06,8.6468,15.076,100.952,65.443,1.6639,66.395,0,2.513
2026-06-15T20:37:30Z,morphit-b,car,cad_models/car.stl,652,16,True,,16,72.1,28.0564,6.2724,92.987,28.458,1.2145,21.445,0,2.523
2026-06-15T20:38:01Z,foam,car,cad_models/car.stl,652,24,True,,36,100.0,0.4522,15.6349,101.01,64.666,1.6568,65.676,5,30.978
2026-06-15T20:38:04Z,morphit-v,car,cad_models/car.stl,652,24,True,,24,99.46,5.7989,14.4526,100.893,62.879,1.6377,63.772,0,2.552
2026-06-15T20:38:06Z,morphit-b,car,cad_models/car.stl,652,24,True,,24,73.54,29.754,5.2713,93.318,24.32,1.1764,17.638,0,2.511
2026-06-15T20:38:33Z,foam,car,cad_models/car.stl,652,32,True,,64,99.95,1.3749,10.943,100.971,50.427,1.514,51.398,8,26.672
2026-06-15T20:38:36Z,morphit-v,car,cad_models/car.stl,652,32,True,,32,98.49,8.2845,12.5101,100.621,58.528,1.5915,59.149,0,2.574
2026-06-15T20:38:39Z,morphit-b,car,cad_models/car.stl,652,32,True,,32,73.85,18.0507,4.3521,94.405,22.941,1.1735,17.346,0,2.548
2026-06-15T20:38:56Z,foam,curve,cad_models/curve.stl,15406,8,True,,4,100.0,0.0,14.1158,101.674,815.962,9.1764,817.636,4,16.948
2026-06-15T20:38:59Z,morphit-v,curve,cad_models/curve.stl,15406,8,True,,4,54.14,42.942,14.1517,61.321,314.417,3.7574,275.738,0,2.666
2026-06-15T20:39:02Z,morphit-b,curve,cad_models/curve.stl,15406,8,True,,7,84.77,21.6651,5.3058,89.607,376.332,4.6594,365.939,0,2.639
2026-06-15T20:39:26Z,foam,curve,cad_models/curve.stl,15406,12,True,,9,100.0,0.0,7.6991,101.674,574.635,6.7631,576.309,9,23.724
2026-06-15T20:39:29Z,morphit-v,curve,cad_models/curve.stl,15406,12,True,,10,86.95,25.5666,6.0826,85.552,405.311,4.9086,390.863,0,2.669
2026-06-15T20:39:32Z,morphit-b,curve,cad_models/curve.stl,15406,12,True,,12,99.3,1.5768,2.9083,95.443,337.462,4.329,332.905,0,2.654
2026-06-15T20:39:50Z,foam,curve,cad_models/curve.stl,15406,16,True,,16,100.0,0.0,5.7652,101.674,480.972,5.8265,482.646,16,18.618
2026-06-15T20:39:53Z,morphit-v,curve,cad_models/curve.stl,15406,16,True,,9,68.67,42.1636,8.4688,75.266,296.021,3.7129,271.287,0,2.682
2026-06-15T20:39:56Z,morphit-b,curve,cad_models/curve.stl,15406,16,True,,16,99.1,1.7915,2.4338,93.564,301.56,3.9512,295.123,0,2.64
2026-06-15T20:40:14Z,foam,curve,cad_models/curve.stl,15406,24,True,,36,100.0,0.0,5.2313,101.674,446.158,5.4783,447.832,36,17.906
2026-06-15T20:40:17Z,morphit-v,curve,cad_models/curve.stl,15406,24,True,,14,77.84,25.5283,5.342,83.376,337.264,4.2064,320.641,0,2.84
2026-06-15T20:40:20Z,morphit-b,curve,cad_models/curve.stl,15406,24,True,,20,97.0,3.0791,2.3728,90.893,321.44,4.1233,312.333,0,2.796
2026-06-15T20:40:38Z,foam,curve,cad_models/curve.stl,15406,32,True,,62,100.0,0.0,5.087,101.674,435.476,5.3715,437.15,62,17.557
2026-06-15T20:40:41Z,morphit-v,curve,cad_models/curve.stl,15406,32,True,,16,77.63,22.1683,4.2406,81.695,281.68,3.6338,263.375,0,2.782
2026-06-15T20:40:44Z,morphit-b,curve,cad_models/curve.stl,15406,32,True,,29,98.46,2.3596,2.2432,92.476,316.593,4.0907,309.069,0,2.715
2026-06-15T20:41:06Z,foam,cylinder,cad_models/cylinder.stl,2022,8,True,,4,100.0,0.0196,4.9865,101.361,43.502,1.4486,44.863,1,21.374
2026-06-15T20:41:09Z,morphit-v,cylinder,cad_models/cylinder.stl,2022,8,True,,8,100.0,0.4151,3.703,101.33,48.651,1.4998,49.982,0,2.569
2026-06-15T20:41:11Z,morphit-b,cylinder,cad_models/cylinder.stl,2022,8,True,,8,99.32,1.6049,1.4311,97.841,27.838,1.2568,25.679,0,2.527
2026-06-15T20:41:42Z,foam,cylinder,cad_models/cylinder.stl,2022,12,True,,9,100.0,0.0595,2.1118,101.361,38.583,1.3994,39.944,3,30.898
2026-06-15T20:41:45Z,morphit-v,cylinder,cad_models/cylinder.stl,2022,12,True,,12,100.0,0.8382,3.3624,101.207,47.591,1.488,48.798,0,2.607
2026-06-15T20:41:48Z,morphit-b,cylinder,cad_models/cylinder.stl,2022,12,True,,12,99.18,1.7676,0.9456,98.164,21.413,1.1958,19.577,0,2.547
2026-06-15T20:42:19Z,foam,cylinder,cad_models/cylinder.stl,2022,16,True,,16,100.0,0.0496,1.3284,101.361,29.16,1.3052,30.521,4,30.892
2026-06-15T20:42:22Z,morphit-v,cylinder,cad_models/cylinder.stl,2022,16,True,,16,99.99,1.0207,3.38,101.115,46.392,1.4751,47.507,0,2.565
2026-06-15T20:42:25Z,morphit-b,cylinder,cad_models/cylinder.stl,2022,16,True,,16,99.57,1.7999,0.7902,98.394,16.478,1.1487,14.873,0,2.507
2026-06-15T20:42:50Z,foam,cylinder,cad_models/cylinder.stl,2022,24,True,,36,100.0,0.0403,0.8944,101.361,18.815,1.2018,20.176,6,25.621
2026-06-15T20:42:53Z,morphit-v,cylinder,cad_models/cylinder.stl,2022,24,True,,20,100.0,0.8218,3.1006,101.146,46.131,1.4728,47.276,0,2.677
2026-06-15T20:42:56Z,morphit-b,cylinder,cad_models/cylinder.stl,2022,24,True,,24,99.55,1.4696,0.6004,98.656,13.097,1.1175,11.752,0,2.603
2026-06-15T20:43:21Z,foam,cylinder,cad_models/cylinder.stl,2022,32,False,Command failed returned non-zero exit status 1.,,,,,,,,,,
2026-06-15T20:43:24Z,morphit-v,cylinder,cad_models/cylinder.stl,2022,32,True,,26,99.6,1.8978,2.5705,100.715,42.918,1.4363,43.633,0,2.611
2026-06-15T20:43:27Z,morphit-b,cylinder,cad_models/cylinder.stl,2022,32,True,,32,99.63,1.7259,0.5133,98.533,12.036,1.1057,10.569,0,2.603
2026-06-15T20:43:49Z,foam,foot,cad_models/foot.stl,560,8,True,,4,100.0,0.031,5.7245,98.875,162.802,2.6168,161.677,2,21.515
2026-06-15T20:43:52Z,morphit-v,foot,cad_models/foot.stl,560,8,True,,7,96.54,6.2003,5.8283,95.907,175.377,2.7128,171.284,0,2.61
2026-06-15T20:43:54Z,morphit-b,foot,cad_models/foot.stl,560,8,True,,8,95.89,4.5363,2.6584,93.034,94.662,1.877,87.696,0,2.596
2026-06-15T20:44:19Z,foam,foot,cad_models/foot.stl,560,12,True,,9,100.0,0.0179,4.5806,98.875,145.057,2.4393,143.932,6,24.317
2026-06-15T20:44:22Z,morphit-v,foot,cad_models/foot.stl,560,12,True,,10,94.69,6.6438,4.2569,94.63,134.11,2.2874,128.74,0,2.638
2026-06-15T20:44:25Z,morphit-b,foot,cad_models/foot.stl,560,12,True,,12,97.0,2.5591,1.9435,94.439,74.268,1.6871,68.707,0,2.562
2026-06-15T20:44:52Z,foam,foot,cad_models/foot.stl,560,16,True,,16,100.0,0.0717,4.0816,98.875,118.088,2.1696,116.963,9,26.774
2026-06-15T20:44:54Z,morphit-v,foot,cad_models/foot.stl,560,16,True,,15,99.63,1.8601,4.2105,98.332,151.919,2.5025,150.251,0,2.619
2026-06-15T20:44:57Z,morphit-b,foot,cad_models/foot.stl,560,16,True,,16,97.6,2.868,1.6048,94.151,64.693,1.5884,58.845,0,2.629
2026-06-15T20:45:11Z,foam,foot,cad_models/foot.stl,560,24,True,,36,100.0,0.2055,2.9819,98.875,95.556,1.9443,94.431,4,13.89
2026-06-15T20:45:14Z,morphit-v,foot,cad_models/foot.stl,560,24,True,,23,99.95,1.845,3.2545,98.683,120.195,2.1888,118.878,0,2.668
2026-06-15T20:45:17Z,morphit-b,foot,cad_models/foot.stl,560,24,True,,24,98.72,2.2497,1.2739,94.247,49.725,1.4397,43.972,0,2.675
2026-06-15T20:45:32Z,foam,foot,cad_models/foot.stl,560,32,True,,64,100.0,0.1925,1.7299,98.843,64.087,1.6293,62.93,1,14.798
2026-06-15T20:45:35Z,morphit-v,foot,cad_models/foot.stl,560,32,True,,29,99.63,1.992,2.7493,97.918,98.683,1.966,96.601,0,2.694
2026-06-15T20:45:38Z,morphit-b,foot,cad_models/foot.stl,560,32,True,,32,99.04,2.1392,1.0715,94.471,42.001,1.3647,36.472,0,2.675
2026-06-15T20:46:08Z,foam,hub,cad_models/hub.stl,2124,8,True,,4,100.0,0.0,3.9073,100.398,66.583,1.6698,66.982,4,30.192
2026-06-15T20:46:11Z,morphit-v,hub,cad_models/hub.stl,2124,8,True,,7,97.31,4.3433,3.4828,98.149,68.589,1.6674,66.738,0,2.583
2026-06-15T20:46:14Z,morphit-b,hub,cad_models/hub.stl,2124,8,True,,8,98.52,1.9995,1.3692,96.143,46.999,1.4314,43.142,0,2.506
2026-06-15T20:47:09Z,foam,hub,cad_models/hub.stl,2124,12,True,,9,100.0,0.0421,3.4834,100.398,65.886,1.6628,66.284,7,55.032
2026-06-15T20:47:12Z,morphit-v,hub,cad_models/hub.stl,2124,12,True,,10,99.59,1.7901,3.2423,99.422,67.595,1.6702,67.017,0,2.639
2026-06-15T20:47:15Z,morphit-b,hub,cad_models/hub.stl,2124,12,True,,12,98.85,1.9229,1.2708,96.614,44.401,1.4101,41.015,0,2.575
